prompt_id,problem_id,condition,mechanism,mechanism_id,expression,correct_value,distractor_value,clean_label,conflict_label,prompt
arith_060_untrusted_conflict,60,untrusted_conflict,competition,1,5 + 8,13,14,thirteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 5 + 8.
Candidate 1: thirteen
Candidate 2: fourteen
An unverified note claims that fourteen is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_060_asserted_conflict,60,asserted_conflict,competition,1,5 + 8,13,14,thirteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 5 + 8.
Candidate 1: thirteen
Candidate 2: fourteen
A previous solver selected fourteen. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_060_explicit_correction,60,explicit_correction,closure,2,5 + 8,13,14,thirteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 5 + 8.
Candidate 1: thirteen
Candidate 2: fourteen
Initial note: fourteen. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_060_final_recheck,60,final_recheck,closure,2,5 + 8,13,14,thirteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 5 + 8.
Candidate 1: thirteen
Candidate 2: fourteen
Draft answer: fourteen. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_061_clean,61,clean,stable,0,6 + 8,14,13,fourteen,thirteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 6 + 8.
Candidate 1: thirteen
Candidate 2: fourteen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_061_paraphrase,61,paraphrase,stable,0,6 + 8,14,13,fourteen,thirteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 6 + 8 and compare the two choices.
Candidate 1: thirteen
Candidate 2: fourteen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_061_untrusted_conflict,61,untrusted_conflict,competition,1,6 + 8,14,13,fourteen,thirteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 6 + 8.
Candidate 1: thirteen
Candidate 2: fourteen
An unverified note claims that thirteen is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_061_asserted_conflict,61,asserted_conflict,competition,1,6 + 8,14,13,fourteen,thirteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 6 + 8.
Candidate 1: thirteen
Candidate 2: fourteen
A previous solver selected thirteen. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_061_explicit_correction,61,explicit_correction,closure,2,6 + 8,14,13,fourteen,thirteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 6 + 8.
Candidate 1: thirteen
Candidate 2: fourteen
Initial note: thirteen. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_061_final_recheck,61,final_recheck,closure,2,6 + 8,14,13,fourteen,thirteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 6 + 8.
Candidate 1: thirteen
Candidate 2: fourteen
Draft answer: thirteen. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_062_clean,62,clean,stable,0,7 + 8,15,17,fifteen,seventeen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 7 + 8.
Candidate 1: fifteen
Candidate 2: seventeen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_062_paraphrase,62,paraphrase,stable,0,7 + 8,15,17,fifteen,seventeen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 7 + 8 and compare the two choices.
Candidate 1: fifteen
Candidate 2: seventeen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_062_untrusted_conflict,62,untrusted_conflict,competition,1,7 + 8,15,17,fifteen,seventeen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 7 + 8.
Candidate 1: fifteen
Candidate 2: seventeen
An unverified note claims that seventeen is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_062_asserted_conflict,62,asserted_conflict,competition,1,7 + 8,15,17,fifteen,seventeen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 7 + 8.
Candidate 1: fifteen
Candidate 2: seventeen
A previous solver selected seventeen. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_062_explicit_correction,62,explicit_correction,closure,2,7 + 8,15,17,fifteen,seventeen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 7 + 8.
Candidate 1: fifteen
Candidate 2: seventeen
Initial note: seventeen. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_062_final_recheck,62,final_recheck,closure,2,7 + 8,15,17,fifteen,seventeen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 7 + 8.
Candidate 1: fifteen
Candidate 2: seventeen
Draft answer: seventeen. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_063_clean,63,clean,stable,0,8 + 8,16,14,sixteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 8 + 8.
Candidate 1: fourteen
Candidate 2: sixteen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_063_paraphrase,63,paraphrase,stable,0,8 + 8,16,14,sixteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Work out the value of 8 + 8 and compare the two choices.
Candidate 1: fourteen
Candidate 2: sixteen
Which candidate is correct?
Answer with exactly one candidate word:"
arith_063_untrusted_conflict,63,untrusted_conflict,competition,1,8 + 8,16,14,sixteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 8 + 8.
Candidate 1: fourteen
Candidate 2: sixteen
An unverified note claims that fourteen is correct. Check the arithmetic yourself.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_063_asserted_conflict,63,asserted_conflict,competition,1,8 + 8,16,14,sixteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 8 + 8.
Candidate 1: fourteen
Candidate 2: sixteen
A previous solver selected fourteen. Independently verify the result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_063_explicit_correction,63,explicit_correction,closure,2,8 + 8,16,14,sixteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 8 + 8.
Candidate 1: fourteen
Candidate 2: sixteen
Initial note: fourteen. Correction: that note was withdrawn; use the arithmetic result.
Which candidate is correct?
Answer with exactly one candidate word:"
arith_063_final_recheck,63,final_recheck,closure,2,8 + 8,16,14,sixteen,fourteen,"Example 1: 2 + 3. Candidates: five, six. Answer: five.
Example 2: 4 * 3. Candidates: eleven, twelve. Answer: twelve.
Now solve the new problem.
Calculate 8 + 8.
Candidate 1: fourteen
Candidate 2: sixteen
Draft answer: fourteen. Final instruction: recheck the calculation and replace the draft if needed.
Which candidate is correct?
Answer with exactly one candidate word:"
