model,prompt_id,layer,alpha,beta,action_confidence,action_label,mean_p_closure,mean_entropy,gate_open
qwen,arith_ctx_054_explicit_correction,19,1.0,0.6,0.3879320596704915,a1.0_b0.6,0.6698711306321594,0.7207530127985605,True
qwen,arith_ctx_054_final_recheck,15,0.3,0.3,0.533558866902452,a0.3_b0.3,0.5939098952412982,0.6608470022095625,True
qwen,arith_ctx_054_final_recheck,16,0.3,0.3,0.5361645984130431,a0.3_b0.3,0.5939098952412982,0.6608470022095625,True
qwen,arith_ctx_054_final_recheck,17,0.3,0.3,0.5000799174361489,a0.3_b0.3,0.5939098952412982,0.6608470022095625,True
qwen,arith_ctx_054_final_recheck,18,0.3,0.3,0.6055256653011585,a0.3_b0.3,0.5939098952412982,0.6608470022095625,True
qwen,arith_ctx_054_final_recheck,19,0.3,0.3,0.6138868561116976,a0.3_b0.3,0.5939098952412982,0.6608470022095625,True
qwen,arith_ctx_057_clean,15,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0590321005610727,0.1891064075039543,False
qwen,arith_ctx_057_clean,16,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0590321005610727,0.1891064075039543,False
qwen,arith_ctx_057_clean,17,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0590321005610727,0.1891064075039543,False
qwen,arith_ctx_057_clean,18,0.0,0.0,0.9997127127127128,a0.0_b0.0_confidence_gate,0.0590321005610727,0.1891064075039543,False
qwen,arith_ctx_057_clean,19,0.0,0.0,0.8519032925936139,a0.0_b0.0_confidence_gate,0.0590321005610727,0.1891064075039543,False
qwen,arith_ctx_057_paraphrase,15,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.2055820603051787,0.6453016658840502,False
qwen,arith_ctx_057_paraphrase,16,0.0,0.0,0.9960796221322537,a0.0_b0.0_confidence_gate,0.2055820603051787,0.6453016658840502,False
qwen,arith_ctx_057_paraphrase,17,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.2055820603051787,0.6453016658840502,False
qwen,arith_ctx_057_paraphrase,18,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.2055820603051787,0.6453016658840502,False
qwen,arith_ctx_057_paraphrase,19,0.0,0.0,0.9997127127127128,a0.0_b0.0_confidence_gate,0.2055820603051787,0.6453016658840502,False
qwen,arith_ctx_057_untrusted_conflict,15,0.0,0.0,0.9972413793103448,a0.0_b0.0_confidence_gate,0.0929691818413294,0.4301587066314504,False
qwen,arith_ctx_057_untrusted_conflict,16,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0929691818413294,0.4301587066314504,False
qwen,arith_ctx_057_untrusted_conflict,17,0.0,0.0,0.9997024025738156,a0.0_b0.0_confidence_gate,0.0929691818413294,0.4301587066314504,False
qwen,arith_ctx_057_untrusted_conflict,18,0.0,0.0,0.9997024025738156,a0.0_b0.0_confidence_gate,0.0929691818413294,0.4301587066314504,False
qwen,arith_ctx_057_untrusted_conflict,19,0.0,0.0,0.9764228297517696,a0.0_b0.0_confidence_gate,0.0929691818413294,0.4301587066314504,False
qwen,arith_ctx_057_asserted_conflict,15,0.0,0.0,0.9997024025738156,a0.0_b0.0_confidence_gate,0.1558822445230054,0.6555318108380929,False
qwen,arith_ctx_057_asserted_conflict,16,0.0,0.0,0.9997024025738156,a0.0_b0.0_confidence_gate,0.1558822445230054,0.6555318108380929,False
qwen,arith_ctx_057_asserted_conflict,17,0.0,0.0,0.9968688524590164,a0.0_b0.0_confidence_gate,0.1558822445230054,0.6555318108380929,False
qwen,arith_ctx_057_asserted_conflict,18,0.0,0.0,0.9892849249678022,a0.0_b0.0_confidence_gate,0.1558822445230054,0.6555318108380929,False
qwen,arith_ctx_057_asserted_conflict,19,0.0,0.0,0.8728052830866059,a0.0_b0.0_confidence_gate,0.1558822445230054,0.6555318108380929,False
qwen,arith_ctx_057_explicit_correction,15,0.0,0.0,0.8511499965755402,a0.0_b0.0,0.7531845728012954,0.6306258105110862,True
qwen,arith_ctx_057_explicit_correction,16,0.0,0.0,0.7673374675489681,a0.0_b0.0,0.7531845728012954,0.6306258105110862,True
qwen,arith_ctx_057_explicit_correction,17,0.0,0.0,0.8073867740036096,a0.0_b0.0,0.7531845728012954,0.6306258105110862,True
qwen,arith_ctx_057_explicit_correction,18,0.0,0.0,0.4596830149738071,a0.0_b0.0,0.7531845728012954,0.6306258105110862,True
qwen,arith_ctx_057_explicit_correction,19,0.0,0.0,0.4709002824701071,a0.0_b0.0,0.7531845728012954,0.6306258105110862,True
qwen,arith_ctx_057_final_recheck,15,0.0,0.0,0.4300676680115826,a0.0_b0.0,0.7277986881762553,0.5910102436523657,True
qwen,arith_ctx_057_final_recheck,16,0.0,0.0,0.5586031772574792,a0.0_b0.0,0.7277986881762553,0.5910102436523657,True
qwen,arith_ctx_057_final_recheck,17,0.0,0.0,0.568759474281244,a0.0_b0.0,0.7277986881762553,0.5910102436523657,True
qwen,arith_ctx_057_final_recheck,18,0.0,0.0,0.7008295980160902,a0.0_b0.0,0.7277986881762553,0.5910102436523657,True
qwen,arith_ctx_057_final_recheck,19,0.0,0.0,0.4584283038040637,a0.0_b0.0,0.7277986881762553,0.5910102436523657,True
llama,arith_ctx_001_clean,8,0.0,0.0,0.9465269001243664,a0.0_b0.0_confidence_gate,0.0184888984183331,0.0929686921692852,False
llama,arith_ctx_001_clean,9,0.0,0.0,0.9881925708511012,a0.0_b0.0_confidence_gate,0.0184888984183331,0.0929686921692852,False
llama,arith_ctx_001_clean,10,0.0,0.0,0.9902433495287448,a0.0_b0.0_confidence_gate,0.0184888984183331,0.0929686921692852,False
llama,arith_ctx_001_clean,11,0.0,0.0,0.9865352653072734,a0.0_b0.0_confidence_gate,0.0184888984183331,0.0929686921692852,False
llama,arith_ctx_001_paraphrase,8,0.0,0.0,0.8612724362190725,a0.0_b0.0_confidence_gate,0.1855493072146149,0.6514478967413492,False
llama,arith_ctx_001_paraphrase,9,0.0,0.0,0.96537302749103,a0.0_b0.0_confidence_gate,0.1855493072146149,0.6514478967413492,False
llama,arith_ctx_001_paraphrase,10,0.0,0.0,0.9263799747215984,a0.0_b0.0_confidence_gate,0.1855493072146149,0.6514478967413492,False
llama,arith_ctx_001_paraphrase,11,0.0,0.0,0.7306010667258444,a0.0_b0.0_confidence_gate,0.1855493072146149,0.6514478967413492,False
llama,arith_ctx_001_untrusted_conflict,8,0.0,0.0,0.6225693962275463,a0.0_b0.0_confidence_gate,0.2311338824947741,0.5072151075355626,False
llama,arith_ctx_001_untrusted_conflict,9,0.0,0.0,0.927945570245543,a0.0_b0.0_confidence_gate,0.2311338824947741,0.5072151075355626,False
llama,arith_ctx_001_untrusted_conflict,10,0.0,0.0,0.6413746316423381,a0.0_b0.0_confidence_gate,0.2311338824947741,0.5072151075355626,False
llama,arith_ctx_001_untrusted_conflict,11,0.0,0.0,0.6016900138172709,a0.0_b0.0_confidence_gate,0.2311338824947741,0.5072151075355626,False
llama,arith_ctx_001_asserted_conflict,8,0.0,0.0,0.6597394157776283,a0.0_b0.0_confidence_gate,0.2044879147428663,0.4495400014880618,False
llama,arith_ctx_001_asserted_conflict,9,0.0,0.0,0.9215907924566348,a0.0_b0.0_confidence_gate,0.2044879147428663,0.4495400014880618,False
llama,arith_ctx_001_asserted_conflict,10,0.0,0.0,0.8721739995123798,a0.0_b0.0_confidence_gate,0.2044879147428663,0.4495400014880618,False
llama,arith_ctx_001_asserted_conflict,11,0.0,0.0,0.8455583420269207,a0.0_b0.0_confidence_gate,0.2044879147428663,0.4495400014880618,False
llama,arith_ctx_001_explicit_correction,8,1.0,0.9,0.5828774168293858,a1.0_b0.9,0.5366551882638008,0.6577241268892675,True
llama,arith_ctx_001_explicit_correction,9,1.0,0.9,0.5668011348190158,a1.0_b0.9,0.5366551882638008,0.6577241268892675,True
llama,arith_ctx_001_explicit_correction,10,0.0,0.0,0.5018042530690839,a0.0_b0.0,0.5366551882638008,0.6577241268892675,True
llama,arith_ctx_001_explicit_correction,11,1.0,0.9,0.4710175876217189,a1.0_b0.9,0.5366551882638008,0.6577241268892675,True
llama,arith_ctx_001_final_recheck,8,1.0,0.6,0.5360550941505807,a1.0_b0.6,0.6381741226110731,0.4971461634327681,True
llama,arith_ctx_001_final_recheck,9,1.0,0.6,0.4885458988754872,a1.0_b0.6,0.6381741226110731,0.4971461634327681,True
llama,arith_ctx_001_final_recheck,10,0.0,0.0,0.8538288056621112,a0.0_b0.0,0.6381741226110731,0.4971461634327681,True
llama,arith_ctx_001_final_recheck,11,1.0,0.6,0.4776894137796996,a1.0_b0.6,0.6381741226110731,0.4971461634327681,True
llama,arith_ctx_002_clean,8,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0017935944078295,0.0096872662402678,False
llama,arith_ctx_002_clean,9,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0017935944078295,0.0096872662402678,False
llama,arith_ctx_002_clean,10,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0017935944078295,0.0096872662402678,False
llama,arith_ctx_002_clean,11,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0017935944078295,0.0096872662402678,False
llama,arith_ctx_002_paraphrase,8,0.0,0.0,0.9884383911210448,a0.0_b0.0_confidence_gate,0.0225955204781285,0.1383322658412502,False
llama,arith_ctx_002_paraphrase,9,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0225955204781285,0.1383322658412502,False
llama,arith_ctx_002_paraphrase,10,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0225955204781285,0.1383322658412502,False
llama,arith_ctx_002_paraphrase,11,0.0,0.0,0.9898726411296146,a0.0_b0.0_confidence_gate,0.0225955204781285,0.1383322658412502,False
llama,arith_ctx_002_untrusted_conflict,8,0.0,0.0,0.9617142325234852,a0.0_b0.0_confidence_gate,0.3076682517119156,0.5250715012033382,False
llama,arith_ctx_002_untrusted_conflict,9,0.0,0.0,0.9328036168297094,a0.0_b0.0_confidence_gate,0.3076682517119156,0.5250715012033382,False
llama,arith_ctx_002_untrusted_conflict,10,0.0,0.0,0.3555562483597794,a0.0_b0.0_confidence_gate,0.3076682517119156,0.5250715012033382,False
llama,arith_ctx_002_untrusted_conflict,11,0.0,0.0,0.3753237776685946,a0.0_b0.0_confidence_gate,0.3076682517119156,0.5250715012033382,False
llama,arith_ctx_002_asserted_conflict,8,0.0,0.0,0.928692439744199,a0.0_b0.0_confidence_gate,0.1431570550549469,0.3663417827569941,False
llama,arith_ctx_002_asserted_conflict,9,0.0,0.0,0.928175084655071,a0.0_b0.0_confidence_gate,0.1431570550549469,0.3663417827569941,False
llama,arith_ctx_002_asserted_conflict,10,0.0,0.0,0.8780892408733857,a0.0_b0.0_confidence_gate,0.1431570550549469,0.3663417827569941,False
llama,arith_ctx_002_asserted_conflict,11,0.0,0.0,0.6723322101146253,a0.0_b0.0_confidence_gate,0.1431570550549469,0.3663417827569941,False
llama,arith_ctx_002_explicit_correction,8,1.0,0.9,0.5121448285807775,a1.0_b0.9,0.777078617289171,0.4974469224003554,True
llama,arith_ctx_002_explicit_correction,9,1.0,0.9,0.4090571831340312,a1.0_b0.9,0.777078617289171,0.4974469224003554,True
llama,arith_ctx_002_explicit_correction,10,0.0,0.0,0.4180244261497138,a0.0_b0.0,0.777078617289171,0.4974469224003554,True
llama,arith_ctx_002_explicit_correction,11,0.0,0.0,0.5030047589318251,a0.0_b0.0,0.777078617289171,0.4974469224003554,True
llama,arith_ctx_002_final_recheck,8,1.0,0.9,0.5552369242928803,a1.0_b0.9,0.8598824897095927,0.4158872801931972,True
llama,arith_ctx_002_final_recheck,9,1.0,0.9,0.5817114061066776,a1.0_b0.9,0.8598824897095927,0.4158872801931972,True
llama,arith_ctx_002_final_recheck,10,1.0,0.9,0.3774644732820522,a1.0_b0.9,0.8598824897095927,0.4158872801931972,True
llama,arith_ctx_002_final_recheck,11,1.0,0.9,0.3915297985283325,a1.0_b0.9,0.8598824897095927,0.4158872801931972,True
llama,arith_ctx_004_clean,8,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0005394846014823,0.0041143872522644,False
llama,arith_ctx_004_clean,9,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0005394846014823,0.0041143872522644,False
llama,arith_ctx_004_clean,10,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0005394846014823,0.0041143872522644,False
llama,arith_ctx_004_clean,11,0.0,0.0,0.9939952223901162,a0.0_b0.0_confidence_gate,0.0005394846014823,0.0041143872522644,False
llama,arith_ctx_004_paraphrase,8,0.0,0.0,0.9864845388123368,a0.0_b0.0_confidence_gate,0.0186805884104862,0.1128272157204945,False
llama,arith_ctx_004_paraphrase,9,0.0,0.0,0.9981532959870344,a0.0_b0.0_confidence_gate,0.0186805884104862,0.1128272157204945,False
llama,arith_ctx_004_paraphrase,10,0.0,0.0,0.9905399830073932,a0.0_b0.0_confidence_gate,0.0186805884104862,0.1128272157204945,False
llama,arith_ctx_004_paraphrase,11,0.0,0.0,0.986766273941568,a0.0_b0.0_confidence_gate,0.0186805884104862,0.1128272157204945,False
llama,arith_ctx_004_untrusted_conflict,8,0.0,0.0,0.9368275902949568,a0.0_b0.0_confidence_gate,0.1538658979801656,0.4279910084592624,False
llama,arith_ctx_004_untrusted_conflict,9,0.0,0.0,0.9400698259283832,a0.0_b0.0_confidence_gate,0.1538658979801656,0.4279910084592624,False
llama,arith_ctx_004_untrusted_conflict,10,0.0,0.0,0.782195080587585,a0.0_b0.0_confidence_gate,0.1538658979801656,0.4279910084592624,False
llama,arith_ctx_004_untrusted_conflict,11,0.0,0.0,0.7160805675485168,a0.0_b0.0_confidence_gate,0.1538658979801656,0.4279910084592624,False
llama,arith_ctx_004_asserted_conflict,8,0.0,0.0,0.9817830789367056,a0.0_b0.0_confidence_gate,0.1610217569022534,0.3876912584352643,False
llama,arith_ctx_004_asserted_conflict,9,0.0,0.0,0.96736445964722,a0.0_b0.0_confidence_gate,0.1610217569022534,0.3876912584352643,False
llama,arith_ctx_004_asserted_conflict,10,0.0,0.0,0.9504427330579966,a0.0_b0.0_confidence_gate,0.1610217569022534,0.3876912584352643,False
llama,arith_ctx_004_asserted_conflict,11,0.0,0.0,0.7659565244116545,a0.0_b0.0_confidence_gate,0.1610217569022534,0.3876912584352643,False
llama,arith_ctx_004_explicit_correction,8,1.0,0.6,0.3425091048340151,a1.0_b0.6,0.7637146485263402,0.477497835357542,True
llama,arith_ctx_004_explicit_correction,9,1.0,0.6,0.3292004517436282,a1.0_b0.6,0.7637146485263402,0.477497835357542,True
llama,arith_ctx_004_explicit_correction,10,1.0,0.9,0.4123599445999268,a1.0_b0.9,0.7637146485263402,0.477497835357542,True
llama,arith_ctx_004_explicit_correction,11,0.0,0.0,0.7854114828788975,a0.0_b0.0,0.7637146485263402,0.477497835357542,True
llama,arith_ctx_004_final_recheck,8,0.0,0.0,0.3679643739567179,a0.0_b0.0,0.8786294092741103,0.3884994077222172,True
llama,arith_ctx_004_final_recheck,9,0.0,0.0,0.430023859582304,a0.0_b0.0,0.8786294092741103,0.3884994077222172,True
llama,arith_ctx_004_final_recheck,10,0.0,0.0,0.375889459385092,a0.0_b0.0,0.8786294092741103,0.3884994077222172,True
llama,arith_ctx_004_final_recheck,11,0.0,0.0,0.3911549088298281,a0.0_b0.0,0.8786294092741103,0.3884994077222172,True
llama,arith_ctx_005_clean,8,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0216306107255354,0.1184506160681987,False
llama,arith_ctx_005_clean,9,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0216306107255354,0.1184506160681987,False
llama,arith_ctx_005_clean,10,0.0,0.0,0.9730352933765972,a0.0_b0.0_confidence_gate,0.0216306107255354,0.1184506160681987,False
llama,arith_ctx_005_clean,11,0.0,0.0,0.98892765753074,a0.0_b0.0_confidence_gate,0.0216306107255354,0.1184506160681987,False
llama,arith_ctx_005_paraphrase,8,0.0,0.0,0.9833455239596864,a0.0_b0.0_confidence_gate,0.1069192544376378,0.347873418685618,False
llama,arith_ctx_005_paraphrase,9,0.0,0.0,0.9927850722758848,a0.0_b0.0_confidence_gate,0.1069192544376378,0.347873418685618,False
llama,arith_ctx_005_paraphrase,10,0.0,0.0,0.968169200703569,a0.0_b0.0_confidence_gate,0.1069192544376378,0.347873418685618,False
llama,arith_ctx_005_paraphrase,11,0.0,0.0,0.8680070557244928,a0.0_b0.0_confidence_gate,0.1069192544376378,0.347873418685618,False
llama,arith_ctx_005_untrusted_conflict,8,0.0,0.0,0.9429012016747396,a0.0_b0.0_confidence_gate,0.1428667916600632,0.4039161561939953,False
llama,arith_ctx_005_untrusted_conflict,9,0.0,0.0,0.9061802260102976,a0.0_b0.0_confidence_gate,0.1428667916600632,0.4039161561939953,False
llama,arith_ctx_005_untrusted_conflict,10,0.0,0.0,0.5586800489674139,a0.0_b0.0_confidence_gate,0.1428667916600632,0.4039161561939953,False
llama,arith_ctx_005_untrusted_conflict,11,0.0,0.0,0.7904680304210945,a0.0_b0.0_confidence_gate,0.1428667916600632,0.4039161561939953,False
llama,arith_ctx_005_asserted_conflict,8,0.0,0.0,0.928391708447779,a0.0_b0.0_confidence_gate,0.1789954470254344,0.4958016038444426,False
llama,arith_ctx_005_asserted_conflict,9,0.0,0.0,0.6816547508230504,a0.0_b0.0_confidence_gate,0.1789954470254344,0.4958016038444426,False
llama,arith_ctx_005_asserted_conflict,10,0.0,0.0,0.8899391142976377,a0.0_b0.0_confidence_gate,0.1789954470254344,0.4958016038444426,False
llama,arith_ctx_005_asserted_conflict,11,0.0,0.0,0.7539102552067898,a0.0_b0.0_confidence_gate,0.1789954470254344,0.4958016038444426,False
llama,arith_ctx_005_explicit_correction,8,1.0,0.6,0.5090658409320239,a1.0_b0.6,0.8158317964708781,0.3765723271358923,True
llama,arith_ctx_005_explicit_correction,9,1.0,0.6,0.5491887741437906,a1.0_b0.6,0.8158317964708781,0.3765723271358923,True
llama,arith_ctx_005_explicit_correction,10,1.0,0.6,0.6412715748626253,a1.0_b0.6,0.8158317964708781,0.3765723271358923,True
llama,arith_ctx_005_explicit_correction,11,1.0,0.6,0.585387372268304,a1.0_b0.6,0.8158317964708781,0.3765723271358923,True
llama,arith_ctx_005_final_recheck,8,1.0,0.6,0.6579989933330453,a1.0_b0.6,0.8518162842464836,0.357123711217979,True
llama,arith_ctx_005_final_recheck,9,1.0,0.6,0.5961139892775321,a1.0_b0.6,0.8518162842464836,0.357123711217979,True
llama,arith_ctx_005_final_recheck,10,1.0,0.6,0.7704112087825101,a1.0_b0.6,0.8518162842464836,0.357123711217979,True
llama,arith_ctx_005_final_recheck,11,1.0,0.6,0.7461211409713091,a1.0_b0.6,0.8518162842464836,0.357123711217979,True
llama,arith_ctx_006_clean,8,0.0,0.0,0.9968907563025212,a0.0_b0.0_confidence_gate,0.000978668182114,0.0058269245112597,False
llama,arith_ctx_006_clean,9,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.000978668182114,0.0058269245112597,False
llama,arith_ctx_006_clean,10,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.000978668182114,0.0058269245112597,False
llama,arith_ctx_006_clean,11,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.000978668182114,0.0058269245112597,False
llama,arith_ctx_006_paraphrase,8,0.0,0.0,0.9937438471681368,a0.0_b0.0_confidence_gate,0.0272060416362737,0.158562110267586,False
llama,arith_ctx_006_paraphrase,9,0.0,0.0,0.9981532959870344,a0.0_b0.0_confidence_gate,0.0272060416362737,0.158562110267586,False
llama,arith_ctx_006_paraphrase,10,0.0,0.0,0.9788787688722936,a0.0_b0.0_confidence_gate,0.0272060416362737,0.158562110267586,False
llama,arith_ctx_006_paraphrase,11,0.0,0.0,0.9802886615155002,a0.0_b0.0_confidence_gate,0.0272060416362737,0.158562110267586,False
llama,arith_ctx_006_untrusted_conflict,8,0.0,0.0,0.9721029781608054,a0.0_b0.0_confidence_gate,0.1793971657237667,0.3818101996913201,False
llama,arith_ctx_006_untrusted_conflict,9,0.0,0.0,0.9687349959196934,a0.0_b0.0_confidence_gate,0.1793971657237667,0.3818101996913201,False
llama,arith_ctx_006_untrusted_conflict,10,0.0,0.0,0.768008036066372,a0.0_b0.0_confidence_gate,0.1793971657237667,0.3818101996913201,False
llama,arith_ctx_006_untrusted_conflict,11,0.0,0.0,0.6861795644086037,a0.0_b0.0_confidence_gate,0.1793971657237667,0.3818101996913201,False
llama,arith_ctx_006_asserted_conflict,8,0.0,0.0,0.9397838221524314,a0.0_b0.0_confidence_gate,0.2533604303744159,0.5728131128392879,False
llama,arith_ctx_006_asserted_conflict,9,0.0,0.0,0.8449327375922322,a0.0_b0.0_confidence_gate,0.2533604303744159,0.5728131128392879,False
llama,arith_ctx_006_asserted_conflict,10,0.0,0.0,0.7289042932548577,a0.0_b0.0_confidence_gate,0.2533604303744159,0.5728131128392879,False
llama,arith_ctx_006_asserted_conflict,11,0.0,0.0,0.7115074391301449,a0.0_b0.0_confidence_gate,0.2533604303744159,0.5728131128392879,False
llama,arith_ctx_006_explicit_correction,8,1.0,0.6,0.4333564721252327,a1.0_b0.6,0.7594387414135958,0.5337155064503502,True
llama,arith_ctx_006_explicit_correction,9,1.0,0.6,0.4575134745669356,a1.0_b0.6,0.7594387414135958,0.5337155064503502,True
llama,arith_ctx_006_explicit_correction,10,0.0,0.0,0.4155198735933667,a0.0_b0.0,0.7594387414135958,0.5337155064503502,True
llama,arith_ctx_006_explicit_correction,11,1.0,0.6,0.3772714354515565,a1.0_b0.6,0.7594387414135958,0.5337155064503502,True
llama,arith_ctx_006_final_recheck,8,0.0,0.0,0.3243148392811667,a0.0_b0.0,0.8036946774872302,0.4208590995227148,True
llama,arith_ctx_006_final_recheck,9,0.0,0.0,0.3888909473885817,a0.0_b0.0,0.8036946774872302,0.4208590995227148,True
llama,arith_ctx_006_final_recheck,10,0.0,0.0,0.656971753815459,a0.0_b0.0,0.8036946774872302,0.4208590995227148,True
llama,arith_ctx_006_final_recheck,11,0.0,0.0,0.3115655031999584,a0.0_b0.0,0.8036946774872302,0.4208590995227148,True
llama,arith_ctx_012_clean,8,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0002704068067003,0.0019269278890925,False
llama,arith_ctx_012_clean,9,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0002704068067003,0.0019269278890925,False
llama,arith_ctx_012_clean,10,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0002704068067003,0.0019269278890925,False
llama,arith_ctx_012_clean,11,0.0,0.0,0.9907654294709444,a0.0_b0.0_confidence_gate,0.0002704068067003,0.0019269278890925,False
llama,arith_ctx_012_paraphrase,8,0.0,0.0,0.9884383911210448,a0.0_b0.0_confidence_gate,0.0140117920256774,0.1048234062476818,False
llama,arith_ctx_012_paraphrase,9,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0140117920256774,0.1048234062476818,False
llama,arith_ctx_012_paraphrase,10,0.0,0.0,1.0,a0.0_b0.0_confidence_gate,0.0140117920256774,0.1048234062476818,False
llama,arith_ctx_012_paraphrase,11,0.0,0.0,0.9893345352263032,a0.0_b0.0_confidence_gate,0.0140117920256774,0.1048234062476818,False
llama,arith_ctx_012_untrusted_conflict,8,0.0,0.0,0.9658410888646144,a0.0_b0.0_confidence_gate,0.2483622287449956,0.4553404932510296,False
llama,arith_ctx_012_untrusted_conflict,9,0.0,0.0,0.9789220676108776,a0.0_b0.0_confidence_gate,0.2483622287449956,0.4553404932510296,False
